work_id,size_id,sale_price,regular_price
31778,4860,675,1285
135980,2936,375,685
125807,6854,805,1535
135980,3040,405,745
135980,3648,495,925
24532,4630,405,745
24532,5436,515,965
135980,5468,805,1545
147731,1620,235,355
147731,2024,265,415
24532,6040,585,1105
147731,2430,305,495
24532,7248,745,1425
147731,2632,325,535
124470,30,95,95
147731,2936,375,635
147731,3040,405,695
147731,3648,495,875
147731,4860,675,1235
147742,1620,215,355
147742,2024,245,415
147742,2430,285,495
147742,2936,355,635
124479,3624,315,565
124479,4630,405,745
124479,5436,515,965
124479,6040,585,1105
147742,5468,785,1495
147753,1620,235,355
147753,2632,325,535
147753,2936,375,635
147753,3040,405,695
147753,3648,495,875
124488,4630,405,745
147764,1620,215,355
147764,2936,355,635
124497,6040,585,1105
147764,3040,385,695
147764,3648,475,875
124497,7248,745,1425
124506,3624,315,565
124506,4630,405,745
147815,4836,545,865
147815,6048,725,1225
147815,6854,855,1485
147797,1624,235,395
124506,6040,585,1105
124506,7248,745,1425
147797,2436,315,555
124515,30,95,95
147797,3046,405,735
124515,24,85,85
124515,3624,315,565
147797,4060,585,1095
147797,4872,745,1415
124515,5436,515,965
147806,2436,315,555
124515,6040,585,1105
147806,3046,405,735
147806,3654,515,955
147806,4060,585,1095
147806,4872,745,1415
147775,1620,215,355
124524,30,95,95
147775,2024,245,415
124524,24,85,85
147775,2430,285,495
124524,3624,315,565
124524,4630,405,745
124524,5436,515,965
124524,6040,585,1105
124524,7248,745,1425
147786,2024,245,415
147786,2430,285,495
147786,3648,475,875
124533,6040,585,1105
124533,7248,745,1425
124542,3624,315,565
124542,4630,405,745
124542,5436,515,965
124542,6040,585,1105
24536,3040,385,705
24536,3648,475,885
24536,4860,655,1245
24536,5468,785,1505
124551,3624,315,565
124551,4630,405,745
122171,2632,305,545
122171,2936,355,645
122171,3040,385,705
122171,3648,475,885
122171,4860,655,1245
122171,5468,785,1505
122182,1620,215,365
122182,2024,245,425
122182,2430,285,505
124569,5436,515,965
122193,2430,285,505
122193,2632,305,545
122193,2936,355,645
122193,3040,385,705
122193,3648,475,885
122193,4860,655,1245
122204,1620,215,365
122204,2024,245,425
122204,2430,285,505
122204,2632,305,545
122204,4860,655,1245
122204,5468,785,1505
122215,4872,745,1405
122224,2436,345,545
122224,3046,435,725
122224,3654,545,945
122224,4060,615,1085
124569,7248,745,1425
194065,3648,475,875
194065,3040,385,695
194065,2936,355,635
124587,4630,405,745
194065,2632,305,535
194065,2430,285,495
194074,36,125,125
124587,5436,515,965
194074,24,85,85
135881,24,85,85
194074,2632,305,535
194074,2430,285,495
135881,2632,325,585
135881,2936,375,685
135881,3040,405,745
135881,3648,495,925
194148,3629,395,645
135881,4860,675,1285
194148,4836,515,885
194148,6048,695,1245
194130,3040,475,695
194130,2936,445,635
194121,36,125,125
194121,30,95,95
194121,3648,495,875
194083,3648,475,875
194092,5468,785,1495
194092,4860,655,1235
194101,24,85,85
194101,4860,655,1235
194101,3040,385,695
194101,2430,285,495
194155,30,95,95
194155,4030,485,705
194155,6048,755,1245
194155,6854,885,1505
194110,5468,785,1495
194110,2632,305,535
194110,2430,285,495
194162,40,145,145
194162,30,95,95
135892,2936,375,685
135892,3040,405,745
194162,4836,575,885
194162,6048,755,1245
135892,4860,675,1285
194162,6854,885,1505
135892,5468,805,1545
194169,36,125,125
135903,2430,305,545
194169,30,95,95
135903,2632,325,585
194169,4030,485,705
135903,2936,375,685
135903,3040,405,745
194169,6854,885,1505
194176,40,145,145
135903,4860,675,1285
194176,36,125,125
194181,40,145,145
135914,2430,305,545
194181,30,95,95
135914,2632,325,585
194181,36,125,125
135914,2936,375,685
135914,3040,405,745
194139,36,125,125
194139,30,95,95
194139,5468,805,1495
194139,4860,675,1235
135914,5468,805,1545
194139,3648,495,875
135925,2430,305,545
194139,3040,405,695
194139,2936,375,635
160324,4860,655,1235
160324,3648,475,875
160324,3040,385,695
160324,2936,355,635
135936,2632,325,585
160324,2632,305,535
160324,2430,285,495
135936,2936,375,685
160324,20,75,75
160324,24,85,85
135936,3040,405,745
160324,30,95,95
135936,3648,495,925
160332,4860,655,1235
135936,4860,675,1285
160332,3648,475,875
160332,3040,385,695
135947,24,85,85
135947,2430,305,545
135947,2632,325,585
135947,4860,675,1285
135947,5468,805,1545
135958,2936,375,685
135969,2430,305,545
135969,2632,325,585
135969,2936,375,685
135969,3040,405,745
135969,3648,495,925
135969,4860,675,1285
160332,2936,355,635
135969,5468,805,1545
160332,2632,305,535
160332,2430,285,495
160332,20,75,75
160332,24,85,85
160332,30,95,95
24025,24,85,85
24025,30,95,95
24025,3226,325,575
24025,3629,375,675
24025,4030,405,735
24025,4836,495,915
24025,6048,675,1275
24025,6854,805,1535
24031,3226,325,575
24029,20,75,75
24031,3629,375,675
24029,24,85,85
24031,4030,405,735
24029,30,95,95
24031,4836,495,915
24029,3624,335,595
24031,6048,675,1275
24029,4630,425,775
24031,6854,805,1535
24029,5436,535,995
24033,48,165,165
24029,6040,605,1135
24033,40,145,145
24029,7248,765,1455
24033,36,125,125
24033,30,95,95
24033,24,85,85
24031,20,75,75
24033,4020,315,555
24031,24,85,85
24033,4824,395,715
24031,30,95,95
24033,6030,505,935
24031,3024,305,535
24033,7236,635,1195
24033,8040,725,1375
24033,9648,1025,1975
24035,30,95,95
24035,24,85,85
24035,3024,305,535
24035,3226,325,575
24035,3629,375,675
24035,4030,405,735
24035,4836,495,915
24035,6048,675,1275
24035,6854,805,1535
126186,4030,385,695
24037,3024,305,535
126186,4836,475,875
24037,3226,325,575
126186,6048,655,1235
24037,3629,375,675
126186,6854,785,1495
24037,4030,405,735
126285,2020,245,405
24037,4836,495,915
126285,2424,265,445
24037,6048,675,1275
126285,3030,335,585
24037,6854,805,1535
126285,3636,395,705
24039,3624,335,595
24039,4630,425,775
126285,4040,455,825
24039,5436,535,995
126285,4848,565,1045
24039,6040,605,1135
126285,6060,775,1465
24039,7248,765,1455
126230,2016,215,355
24041,20,75,75
126230,2420,245,415
24041,24,85,85
126230,3024,285,495
24041,30,95,95
126230,3226,305,535
24041,3024,305,535
126230,3629,355,635
24041,3226,325,575
126230,4030,385,695
24041,3629,375,675
126230,4836,475,875
24041,4030,405,735
126230,6048,655,1235
24041,4836,495,915
126230,6854,785,1495
24041,6048,675,1275
29918,2016,215,355
24041,6854,805,1535
29918,2420,245,415
24043,30,95,95
29918,3024,285,495
24043,24,85,85
29918,3226,305,535
24043,3024,305,535
29918,3629,355,635
24043,3226,325,575
29918,4030,385,695
24043,3629,375,675
29918,4836,475,875
24043,4030,405,735
29918,6048,655,1235
24043,4836,495,915
29918,6854,785,1495
24043,6048,675,1275
29920,2016,215,355
24043,6854,805,1535
29920,2420,245,415
24047,3624,335,595
29920,3024,285,495
24047,4630,425,775
29920,3226,305,535
24047,5436,535,995
29920,3629,355,635
24047,6040,605,1135
29920,4030,385,695
29920,4836,475,875
24047,7248,765,1455
29920,6048,655,1235
24049,20,75,75
29920,6854,785,1495
24049,24,85,85
126294,2020,245,405
24049,30,95,95
126294,2424,265,445
24049,3624,335,595
126294,3030,335,585
24049,4630,425,775
24049,5436,535,995
126294,3636,395,705
24049,6040,605,1135
126294,4040,455,825
24049,7248,765,1455
126294,4848,565,1045
24051,30,95,95
126294,6060,775,1465
126120,1620,215,355
24051,24,85,85
126120,2024,245,415
24051,20,75,75
126120,2430,285,495
24051,3024,305,535
126120,2632,305,535
24051,3226,325,575
126120,2936,355,635
24051,3629,375,675
126120,3040,385,695
24051,4030,405,735
126120,3648,475,875
24051,4836,495,915
126120,4860,655,1235
24051,6048,675,1275
126120,5468,785,1495
24051,6854,805,1535
126241,2016,215,355
24053,30,95,95
126241,2420,245,415
24053,24,85,85
126241,3024,285,495
24053,2424,285,495
126241,3226,305,535
24053,3030,355,635
126241,3629,355,635
24053,3636,415,755
126241,4030,385,695
24053,4040,475,875
126241,4836,475,875
24053,4848,585,1095
126241,6048,655,1235
24053,6060,795,1515
126241,6854,785,1495
24059,36,125,125
29922,2016,215,355
24059,30,95,95
29922,2420,245,415
24059,24,85,85
29922,3024,285,495
24059,3624,335,595
29922,3226,305,535
24059,4630,425,775
29922,3629,355,635
24059,5436,535,995
29922,4030,385,695
24059,6040,605,1135
29922,4836,475,875
24059,7248,765,1455
29922,6048,655,1235
24061,30,95,95
29922,6854,785,1495
24061,24,85,85
29924,2416,235,395
24061,3024,305,535
29924,3020,275,475
24061,3226,325,575
29924,3624,315,555
24061,3629,375,675
29924,4630,405,735
24061,4030,405,735
29924,5436,515,955
24061,4836,495,915
29924,6040,585,1095
24061,6048,675,1275
29924,7248,745,1415
24061,6854,805,1535
126263,2016,215,355
24064,36,125,125
126263,2420,245,415
24064,30,95,95
126263,3024,285,495
24064,24,85,85
126263,3226,305,535
24064,3624,335,595
126263,3629,355,635
24064,4630,425,775
126263,4030,385,695
24064,5436,535,995
126263,4836,475,875
24064,6040,605,1135
126263,6048,655,1235
24064,7248,765,1455
126263,6854,785,1495
24066,36,125,125
126252,2016,215,355
24066,30,95,95
126252,2420,245,415
24066,24,85,85
126252,3024,285,495
24066,3624,335,595
126252,3226,305,535
24066,4630,425,775
126252,3629,355,635
24066,5436,535,995
126252,4030,385,695
24066,6040,605,1135
126252,4836,475,875
24066,7248,765,1455
126252,6048,655,1235
24068,30,95,95
126252,6854,785,1495
24068,24,85,85
126131,1620,215,355
24068,3629,375,675
126131,2024,245,415
24068,4030,405,735
126131,2430,285,495
24068,4836,495,915
126131,2632,305,535
24068,6048,675,1275
126131,2936,355,635
24068,6854,805,1535
126131,3040,385,695
24070,24,85,85
126131,3648,475,875
24070,30,95,95
126131,4860,655,1235
24070,2424,285,495
126131,5468,785,1495
24070,3030,355,635
126197,2016,215,355
24070,3636,415,755
126197,2420,245,415
24070,4040,475,875
126197,3024,285,495
24070,4848,585,1095
126197,3226,305,535
164850,36,125,125
126197,3629,355,635
164850,30,95,95
126197,4030,385,695
164850,24,85,85
126197,4836,475,875
164850,20,75,75
126197,6048,655,1235
164850,3624,355,595
126197,6854,785,1495
164850,4630,445,775
126153,1620,215,355
164850,5436,555,995
126153,2024,245,415
164850,6040,625,1135
126153,2430,285,495
24072,24,85,85
126153,2632,305,535
24072,30,95,95
126153,2936,355,635
24072,3624,355,595
126153,3040,385,695
24072,4630,445,775
126153,3648,475,875
24072,5436,555,995
126153,4860,655,1235
24072,6040,625,1135
126153,5468,785,1495
24072,7248,785,1455
126274,2016,215,355
198873,3629,375,675
126274,2420,245,415
126274,3024,285,495
198873,4030,405,735
126274,3226,305,535
198873,4836,495,915
126274,3629,355,635
198873,6048,675,1275
126274,4030,385,695
198873,6854,805,1535
126274,4836,475,875
24074,24,85,85
126274,6048,655,1235
24074,30,95,95
126274,6854,785,1495
24074,36,125,125
126142,1620,215,355
24074,3624,335,595
126142,2024,245,415
24074,4630,425,775
126142,2430,285,495
24074,5436,535,995
126142,2632,305,535
24074,6040,605,1135
126142,2936,355,635
24074,7248,765,1455
126142,3040,385,695
24078,30,95,95
126142,3648,475,875
24078,24,85,85
126142,4860,655,1235
24078,3024,305,535
126142,5468,785,1495
24078,3226,325,575
24078,3629,375,675
5093,3624,315,555
24078,4030,405,735
5093,4630,405,735
24078,4836,495,915
5093,5436,515,955
24078,6048,675,1275
5093,6040,585,1095
24078,6854,805,1535
5093,7248,745,1415
204794,36,125,125
5095,30,95,95
204794,30,95,95
5095,24,85,85
204794,24,85,85
5095,20,75,75
204794,3624,335,595
204794,4630,425,775
5095,3624,315,555
5095,4630,405,735
204794,5436,535,995
5095,5436,515,955
204794,6040,605,1135
204794,7248,765,1455
5095,6040,585,1095
164862,36,125,125
5095,7248,745,1415
164862,30,95,95
5097,30,95,95
5097,24,85,85
5097,3624,315,555
5097,4630,405,735
164862,24,85,85
5097,5436,515,955
164862,20,75,75
5097,6040,585,1095
5099,24,85,85
5099,30,95,95
5099,3624,315,555
164862,3024,305,535
164862,3226,325,575
164862,3629,375,675
164862,4030,405,735
5099,4630,405,735
164862,4836,495,915
5099,5436,515,955
164862,6048,675,1275
198863,3624,335,595
5099,6040,585,1095
198863,4630,425,775
5099,7248,745,1415
198863,5436,535,995
5101,3624,315,555
198863,6040,605,1135
5101,4630,405,735
198863,7248,765,1455
24084,30,95,95
5101,5436,515,955
5101,6040,585,1095
5101,7248,745,1415
5103,3624,315,555
5103,4630,405,735
5103,5436,515,955
5103,6040,585,1095
5103,7248,745,1415
5105,24,85,85
5105,30,95,95
5105,3624,315,555
5105,4630,405,735
5105,5436,515,955
5105,6040,585,1095
5105,7248,745,1415
5109,3624,315,555
5109,4630,405,735
5109,5436,515,955
5109,6040,585,1095
5109,7248,745,1415
185353,2436,315,555
185353,3046,405,735
185353,3654,515,955
185353,4060,585,1095
185353,4872,745,1415
24084,24,85,85
5111,3624,315,555
24084,3024,305,535
5111,4630,405,735
24084,3226,325,575
5111,5436,515,955
24084,3629,375,675
24084,4030,405,735
24084,4836,495,915
24084,6048,675,1275
5111,6040,585,1095
24084,6854,805,1535
5111,7248,745,1415
29914,1620,215,355
5115,3624,315,555
5115,4630,405,735
5115,5436,515,955
5115,6040,585,1095
29914,2024,245,415
5115,7248,745,1415
29914,2430,285,495
29914,2632,305,535
29914,2936,355,635
29914,3040,385,695
5113,3020,275,475
5113,3624,315,555
5113,4630,405,735
5113,5436,515,955
29914,3648,475,875
5113,6040,585,1095
29914,4860,655,1235
5113,7248,745,1415
29914,5468,785,1495
5117,3624,315,555
126089,1620,215,355
126089,2024,245,415
5117,4630,405,735
5117,5436,515,955
126089,2430,285,495
5117,6040,585,1095
126089,2632,305,535
126089,2936,355,635
126089,3040,385,695
5117,7248,745,1415
126089,3648,475,875
5119,3624,315,555
126089,4860,655,1235
5119,4630,405,735
126089,5468,785,1495
5119,5436,515,955
126219,2016,215,355
5119,6040,585,1095
126219,2420,245,415
5119,7248,745,1415
5121,3020,275,475
5121,3624,315,555
5121,4630,405,735
126219,3024,285,495
5121,5436,515,955
126219,3226,305,535
5121,6040,585,1095
126219,3629,355,635
126219,4030,385,695
126219,4836,475,875
126219,6048,655,1235
5121,7248,745,1415
126219,6854,785,1495
185266,3624,315,555
126208,2016,215,355
185266,4630,405,735
126208,2420,245,415
185266,5436,515,955
126208,3024,285,495
185266,6040,585,1095
126208,3226,305,535
185266,7248,745,1415
5125,2936,355,635
5125,3040,385,695
126208,3629,355,635
5125,3648,475,875
126208,4030,385,695
126208,4836,475,875
5125,4860,655,1235
5125,5468,785,1495
126208,6048,655,1235
5127,2936,355,635
126208,6854,785,1495
5127,3040,385,695
29916,2016,215,355
5127,3648,475,875
29916,2420,245,415
29916,3024,285,495
29916,3226,305,535
5127,4860,655,1235
29916,3629,355,635
5127,5468,785,1495
29916,4030,385,695
5129,3629,355,635
5129,4030,385,695
5129,4836,475,875
5129,6048,655,1235
29916,4836,475,875
29916,6048,655,1235
29916,6854,785,1495
126109,1620,215,355
5129,6854,785,1495
126109,2024,245,415
185308,3629,355,635
126109,2430,285,495
185308,4030,385,695
185308,4836,475,875
185308,6048,655,1235
185308,6854,785,1495
126109,2632,305,535
5133,3624,315,555
126109,2936,355,635
5133,4630,405,735
126109,3040,385,695
126109,3648,475,875
126109,4860,655,1235
126109,5468,785,1495
126164,2016,215,355
126164,2420,245,415
126164,3024,285,495
126164,3226,305,535
126164,3629,355,635
126164,4030,385,695
126164,4836,475,875
126164,6048,655,1235
126164,6854,785,1495
126175,2016,215,355
126175,2420,245,415
126175,3024,285,495
126175,3226,305,535
126175,3629,355,635
126175,4030,385,695
126175,4836,475,875
126175,6048,655,1235
126175,6854,785,1495
126186,2016,215,355
126186,2420,245,415
126186,3024,285,495
126186,3226,305,535
5133,5436,515,955
5133,6040,585,1095
126186,3629,355,635
5133,7248,745,1415
5135,36,125,125
5135,30,95,95
5135,3629,355,635
5135,4030,385,695
5135,4836,475,875
5135,6048,655,1235
5135,6854,785,1495
5143,36,125,125
5137,3624,315,555
5143,30,95,95
5137,4630,405,735
5143,24,85,85
5143,20,75,75
5143,3624,315,555
5143,4630,405,735
5137,5436,515,955
5143,5436,515,955
5137,6040,585,1095
5143,6040,585,1095
5143,7248,745,1415
5155,24,85,85
5137,7248,745,1415
5155,30,95,95
185317,3629,355,635
5155,3624,315,555
185317,4030,385,695
5155,4630,405,735
185317,4836,475,875
185317,6048,655,1235
185317,6854,785,1495
5141,3624,315,555
5155,5436,515,955
5141,4630,405,735
5155,6040,585,1095
5155,7248,745,1415
5161,2936,355,635
5141,5436,515,955
5161,3040,385,695
5141,6040,585,1095
5161,3648,475,875
5141,7248,745,1415
5161,4860,655,1235
5161,5468,785,1495
5163,2936,355,635
5163,3040,385,695
5163,3648,475,875
5163,4860,655,1235
5163,5468,785,1495
5221,24,85,85
5221,30,95,95
5221,3624,315,555
128472,3226,285,495
5221,4630,405,735
128472,3629,335,595
5221,5436,515,955
5221,6040,585,1095
128472,4030,365,655
126522,2016,195,315
128472,4836,455,835
126522,2420,225,375
128472,6048,635,1195
126522,3024,265,455
128472,6854,765,1455
126522,3226,285,495
128483,2016,195,315
126522,3629,335,595
128483,2420,225,375
126522,4030,365,655
128483,3024,265,455
126522,4836,455,835
128483,3226,285,495
126522,6048,635,1195
128483,3629,335,595
126522,6854,765,1455
128483,4030,365,655
126533,2016,195,315
128483,4836,455,835
126533,2420,225,375
128483,6048,635,1195
126533,3024,265,455
128483,6854,765,1455
126533,3226,285,495
25861,30,95,95
126533,3629,335,595
25861,24,85,85
126533,4030,365,655
25861,2430,305,545
126533,4836,455,835
25861,2632,325,585
126533,6048,635,1195
25861,2936,375,685
126533,6854,765,1455
25861,3040,405,745
126307,2016,195,315
25861,3648,495,925
126307,2420,225,375
25861,4860,675,1285
126307,3024,265,455
25863,30,95,95
126307,3226,285,495
25863,36,125,125
126307,3629,335,595
25863,4030,455,745
126307,4030,365,655
25863,4836,545,925
126307,4836,455,835
25863,6048,725,1285
126307,6048,635,1195
25863,6854,855,1545
126307,6854,765,1455
25869,30,95,95
126324,2016,195,315
25869,36,125,125
126324,2420,225,375
25869,2936,395,685
126324,3024,265,455
25869,3040,425,745
126324,3226,285,495
25869,3648,515,925
126324,3629,335,595
25869,4860,695,1285
126324,4030,365,655
25869,5468,825,1545
126324,4836,455,835
25871,30,95,95
126324,6048,635,1195
25871,24,85,85
126324,6854,765,1455
25871,2430,305,545
129073,1620,195,315
25871,2632,325,585
129073,2024,225,375
25871,2936,375,685
129073,2430,265,455
25871,3040,405,745
129073,2632,285,495
25871,3648,495,925
129073,2936,335,595
25871,4860,675,1285
129073,3040,365,655
25873,30,95,95
129073,3648,455,835
25873,24,85,85
129073,4860,635,1195
25873,3046,425,785
129073,5468,765,1455
25873,3654,535,1005
126335,2016,195,315
25873,4060,605,1145
126335,2420,225,375
25873,4872,765,1465
126335,3024,265,455
25875,2024,265,465
126335,3226,285,495
25875,2430,305,545
126335,3629,335,595
25875,2632,325,585
25875,2936,375,685
126335,4030,365,655
25875,3040,405,745
126335,4836,455,835
25875,3648,495,925
126335,6048,635,1195
25875,4860,675,1285
126335,6854,765,1455
25875,5468,805,1545
128992,2416,215,355
25879,2024,265,465
128992,3020,255,435
25879,2430,305,545
128992,3624,295,515
25879,2632,325,585
128992,4630,385,695
25879,2936,375,685
128992,5436,495,915
25879,3040,405,745
128992,6040,565,1055
25879,3648,495,925
128992,7248,725,1375
25879,4860,675,1285
126346,2016,195,315
25879,5468,805,1545
126346,2420,225,375
25882,2024,265,465
126346,3024,265,455
25882,2430,305,545
126346,3226,285,495
25882,2632,325,585
126346,3629,335,595
25882,2936,375,685
126346,4030,365,655
25882,3040,405,745
126346,4836,455,835
25882,3648,495,925
126346,6048,635,1195
25882,4860,675,1285
126346,6854,765,1455
25882,5468,805,1545
128791,2416,215,355
25884,30,95,95
128791,3020,255,435
25884,24,85,85
128791,3624,295,515
25884,2430,305,545
128791,4630,385,695
25884,2632,325,585
128791,5436,495,915
25884,2936,375,685
128791,6040,565,1055
25884,3040,405,745
128791,7248,725,1375
25884,3648,495,925
126357,2016,195,315
25884,4860,675,1285
126357,2420,225,375
126357,3024,265,455
25888,2024,265,465
126357,3226,285,495
25888,2430,305,545
126357,3629,335,595
25888,2632,325,585
126357,4030,365,655
25888,2936,375,685
126357,4836,455,835
25888,3040,405,745
126357,6048,635,1195
25888,3648,495,925
126357,6854,765,1455
25888,4860,675,1285
128800,2416,215,355
25888,5468,805,1545
128800,3020,255,435
25890,20,75,75
128800,3624,295,515
25890,24,85,85
128800,4630,385,695
25890,30,95,95
128800,5436,495,915
25890,2430,305,545
25890,2632,325,585
128800,6040,565,1055
25890,2936,375,685
128800,7248,725,1375
25890,3040,405,745
126401,2016,195,315
25890,3648,495,925
126401,2420,225,375
25890,4860,675,1285
126401,3024,265,455
25892,30,95,95
126401,3226,285,495
25892,24,85,85
126401,3629,335,595
25892,2030,295,525
126401,4030,365,655
25892,2436,335,605
126401,4836,455,835
25892,3046,425,785
126401,6048,635,1195
25892,3654,535,1005
126401,6854,765,1455
25892,4060,605,1145
126368,2016,195,315
25894,20,75,75
126368,2420,225,375
25894,24,85,85
126368,3024,265,455
25894,30,95,95
126368,3226,285,495
25894,2430,305,545
126368,3629,335,595
25894,2632,325,585
126368,4030,365,655
25894,2936,375,685
126368,4836,455,835
25894,3040,405,745
126368,6048,635,1195
25894,3648,495,925
126368,6854,765,1455
25894,4860,675,1285
126379,2016,195,315
25900,2030,295,525
126379,2420,225,375
25900,2436,335,605
126379,3024,265,455
25900,3046,425,785
126379,3226,285,495
25900,3654,535,1005
126379,3629,335,595
25900,4060,605,1145
126379,4030,365,655
25900,4872,765,1465
126379,4836,455,835
25902,2024,265,465
126379,6048,635,1195
25902,2430,305,545
126379,6854,765,1455
25902,2632,325,585
126390,2016,195,315
25902,2936,375,685
126390,2420,225,375
25902,3040,405,745
126390,3024,265,455
25902,3648,495,925
126390,3226,285,495
25902,4860,675,1285
126390,3629,335,595
25902,5468,805,1545
126390,4030,365,655
25904,36,125,125
126390,4836,455,835
25904,30,95,95
126390,6048,635,1195
25904,40,145,145
126390,6854,765,1455
25904,2430,305,545
126434,2016,195,315
25904,2632,325,585
126434,2420,225,375
25904,2936,375,685
126434,3024,265,455
25904,3040,405,745
126434,3226,285,495
25904,3648,495,925
126434,3629,335,595
25904,4860,675,1285
